"Category level 1";"Category level 2";"Category level 3";"Category level 4";"Code";"Optional EAN";"Nature of Product authorized";"Mandatory specific data"
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"BARBECUE PLANCHA COVER - TARPAULIN";"BARBECUE PLANCHA COVER - TARPAULIN";"0D030801";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"BARBECUE PLANCHA TROLLEY - SUPPORT";"BARBECUE PLANCHA TROLLEY - SUPPORT";"0D030C01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"BARBECUE PLANCHA UTENSIL";"BARBECUE PLANCHA UTENSIL";"0D030201";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"CHEMINEE D'ALLUMAGE BARBECUE";"CHEMINEE D'ALLUMAGE BARBECUE";"0D030501";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"MOTOR - BLOWER";"MOTOR - BLOWER";"0D030701";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"OUTDOOR COOKING UNIT";"OUTDOOR COOKING UNIT";"0D030601";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"PAELLA STOVE";"PAELLA STOVE";"0D030401";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"PLANCHA";"PLANCHA";"0D030901";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"PLANCHA BARBECUE ACCESSORY - GRILL - PLATE - TABLET - COVER";"PLANCHA BARBECUE ACCESSORY - GRILL - PLATE - TABLET - COVER";"0D030D01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"SMOKE CHAMBER";"SMOKE CHAMBER";"0D030301";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"SUN OVEN";"SUN OVEN";"0D030B01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR COOKING";"WOOD OVEN";"WOOD OVEN";"0D030A01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"ACCESSORY STORE - AWNING";"ACCESSORY STORE - AWNING";"0D010G01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"ARCH - BOW";"ARCH - BOW";"0D010P01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"ARTIFICIAL TURF";"ARTIFICIAL TURF";"0D010601";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"ATTACHE MURALE POUR VOILE D'OMBRAGE - AMARRAGE POUR VOILE D'OMBRAGE - FIXATION MURALE POUR VOILE D'OMBRAGE";"ATTACHE MURALE POUR VOILE D'OMBRAGE - AMARRAGE POUR VOILE D'OMBRAGE - FIXATION MURALE POUR VOILE D'OMBRAGE";"0D011201";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"BLIND - AWNINGS - AWNING MOTOR";"BLIND - AWNINGS - AWNING MOTOR";"0D010B01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"BORDER";"BORDER";"0D010O01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"BRAZIER - ACCESSORY";"BRAZIER - ACCESSORY";"0D010J01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"BRIDGE - PONTOON";"BRIDGE - PONTOON";"0D010D01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"CABLE DE FIXATION POUR VOILE D'OMBRAGE - TENDEUR DE FIXATION POUR VOILE D'OMBRAGE - CORDELETTE DE FIXATION POUR VOILE D'OMBRAGE";"CABLE DE FIXATION POUR VOILE D'OMBRAGE - TENDEUR DE FIXATION POUR VOILE D'OMBRAGE - CORDELETTE DE FIXATION POUR VOILE D'OMBRAGE";"0D011101";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"CANISSE - BRISE-VUE - BRANDE";"CANISSE - BRISE-VUE - BRANDE";"0D011401";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"CARPORT";"CARPORT";"0D010I01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"COATING OUTER BOARD";"COATING OUTER BOARD";"0D010L01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"CONTAINER COVER - CONTAINER GUARD";"CONTAINER COVER - CONTAINER GUARD";"0D010E01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"DALLE A LESTER - PIED DE PARASOL - SOCLE DE PARASOL - HABILLAGE POUR SOCLE DE PARASOL";"DALLE A LESTER - PIED DE PARASOL - SOCLE DE PARASOL - HABILLAGE POUR SOCLE DE PARASOL";"0D010W01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"GARAGE - CARPORT";"GARAGE - CARPORT";"0D010701";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"GARDEN SHELTER - CHALET";"GARDEN SHELTER - CHALET";"0D010201";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"GAZEBO - PAVILION - MARQUEE - ACCESSORY";"GAZEBO - PAVILION - MARQUEE - ACCESSORY";"0D010T01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"GRAVEL - CHIPPINGS";"GRAVEL - CHIPPINGS";"0D010R01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"GREENHOUSE";"GREENHOUSE";"0D010A01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"GREENHOUSE GARDEN ACCESSORY";"GREENHOUSE GARDEN ACCESSORY";"0D010K01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"HEDGE - TRELLIS - BORDER - ARCH - LATTICE";"HEDGE - TRELLIS - BORDER - ARCH - LATTICE";"0D010801";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"HOUSSE DE PARASOL - BACHE DE PARASOL";"HOUSSE DE PARASOL - BACHE DE PARASOL";"0D010Y01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"KIOSK - GAZEBO";"KIOSK - GAZEBO";"0D010H01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"KIT DE FIXATION POUR VOILE D'OMBRAGE";"KIT DE FIXATION POUR VOILE D'OMBRAGE";"0D011001";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"LOG SHELTERS";"LOG SHELTERS";"0D010101";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"MISC. GARDEN LAYOUT ";"MISC. GARDEN LAYOUT ";"0D010C01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"MISTER";"HUMIDIFIER";"0D010S01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"OUTDOOR HEATING - BRASERO";"OUTDOOR HEATING - BRASERO";"0D010401";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"PAVING - WOOD FLOOR - JAPANESE";"PAVING - WOOD FLOOR - JAPANESE";"0D010501";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"PEBBLE";"PEBBLE";"0D010Q01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"PERGOLA - KIOSK - GAZEBO";"PERGOLA - KIOSK - GAZEBO";"0D010901";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"PIQUET D'ANCRAGE POUR VOILE D'OMBRAGE - MAT DE VOILE D'OMBRAGE - SUPPORT DE PARASOL - PIQUET DE PARASOL - MAT DE PARASOL";"PIQUET D'ANCRAGE POUR VOILE D'OMBRAGE - MAT DE VOILE D'OMBRAGE - SUPPORT DE PARASOL - PIQUET DE PARASOL - MAT DE PARASOL";"0D010X01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"POOL ";"POOL ";"0D010301";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"STEPPING STONES - GARDEN ALLEY";"STEPPING STONES - GARDEN ALLEY";"0D010M01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"STONE - PEBBLE - GRAVEL";"STONE - PEBBLE - GRAVEL";"0D010F01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"SUNSHADE - SHADE VEIL - ACCESSORY";"SUNSHADE - SHADE VEIL - ACCESSORY";"0D010U01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"TAPIS D'EXTERIEUR - TAPIS DE JARDIN";"TAPIS D'EXTERIEUR - TAPIS DE JARDIN";"0D011301";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"TOILE DE RECHANGE POUR PARASOL";"TOILE DE RECHANGE POUR PARASOL";"0D010Z01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"TRELLIS - LATTICE";"TRELLIS - LATTICE";"0D010N01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTDOOR LAYOUT - GARDEN LAYOUT";"VOILE D'OMBRAGE - TOILE SOLAIRE";"VOILE D'OMBRAGE - TOILE SOLAIRE";"0D010V01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"CHINESE LANTERN - TORCH - LANTERN ";"CHINESE LANTERN - TORCH - LANTERN ";"0D050501";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"LIGHT DECORATION";"LIGHT DECORATION";"0D050B01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"LIGHT STICK";"LIGHT STICK";"0D050801";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"LUMINOUS POT - LIGHT DECORATION";"LUMINOUS POT - LIGHT DECORATION";"0D050601";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"MARKER - SUN LAMP - LIGHT STICK";"MARKER - SUN LAMP - LIGHT STICK";"0D050201";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"OUTDOOR LIGHT GARLAND ";"OUTDOOR LIGHT GARLAND ";"0D050301";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"OUTDOOR WALL LIGHT";"OUTDOOR WALL LIGHT";"0D050101";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"OUTSIDE CEILING LIGHT";"OUTSIDE CEILING LIGHT";"0D050D01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"OUTSIDE SPOTLIGHT";"OUTSIDE SPOTLIGHT";"0D050701";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"OUTSIDE SPOTLIGHT";"OUTSIDE SPOTLIGHT";"0D050C01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"OUTSIDE SUSPENSION";"OUTSIDE SUSPENSION";"0D050901";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"POOL LAMP";"POOL LAMP";"0D050E01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"PROJECTEUR LASER EXTERIEUR NOEL - PROJECTEUR LASER EXTERIEUR HALLOWEEN - PROJECTEUR LASER EXTERIEUR FETE";"PROJECTEUR LASER EXTERIEUR NOEL - PROJECTEUR LASER EXTERIEUR HALLOWEEN - PROJECTEUR LASER EXTERIEUR FETE";"0D050F01";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"STANDARD LAMP - GARDEN LAMP";"STANDARD LAMP - GARDEN LAMP";"0D050401";"No";"Standard";
"GARDEN - SWIMMING POOL";"OUTSIDE LIGHTING";"TORCH";"TORCH";"0D050A01";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"BALNEO SAFETY RAIL ";"BALNEO SAFETY RAIL ";"0D0B0901";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"BALNEO STEP - STEPS";"BALNEO STEP - STEPS";"0D0B0601";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"COMPLETE SAUNA - SAUNA KIT";"COMPLETE SAUNA - SAUNA KIT";"0D0B0A01";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"COMPLETE SPA - SPA KIT";"COMPLETE SPA - SPA KIT";"0D0B0B01";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"COMPLETE STEAM BATH - STEAM BATH KIT";"COMPLETE STEAM BATH - STEAM BATH KIT";"0D0B0501";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"COVER - TARPAULIN - COVER LIFTER";"COVER - TARPAULIN - COVER LIFTER";"0D0B0301";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"SOLARIUM";"SOLARIUM";"0D0B0C01";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"SPA CUSHION";"SPA CUSHION";"0D0B0201";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"SPA SHELL - JACUZZI";"SPA SHELL - JACUZZI";"0D0B0101";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"STEAM BATHS - SAUNAS - SPAS MAINTENANCE EQUIPMENT - PRODUCT";"STEAM BATHS - SAUNAS - SPAS MAINTENANCE EQUIPMENT - PRODUCT";"0D0B0E01";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"STEAM BATHS - SAUNAS - SPAS SPARE PART";"STEAM BATHS - SAUNAS - SPAS SPARE PART";"0D0B0701";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"STEAM GENERATOR ";"STEAM GENERATOR ";"0D0B0401";"No";"Standard";
"GARDEN - SWIMMING POOL";"STEAM BATHS - SAUNAS - SPAS";"STOVE FOR SAUNA ";"STOVE FOR SAUNA ";"0D0B0801";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"ACCESSORIES FOR CLEANING ROBOT - AUTOMATIC BROOM";"ACCESSORIES FOR CLEANING ROBOT - AUTOMATIC BROOM";"0D0C0B01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"CLEANING ROBOT - AUTOMATIC BROOM";"CLEANING ROBOT - AUTOMATIC BROOM";"0D0C0901";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"DYE ";"DYE ";"0D0C0101";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"MANUAL MAINTENANCE EQUIPMENT";"MANUAL MAINTENANCE EQUIPMENT";"0D0C0701";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"MEASUREMENT - INSPECTION UTENSILS";"MEASUREMENT - INSPECTION UTENSILS";"0D0C0301";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"MOPPING BRUSH - BROOM HANDLE";"MOPPING BRUSH - BROOM HANDLE";"0D0C0601";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"SPECIFIC BALNEO PRODUCT";"SPECIFIC BALNEO PRODUCT";"0D0C0801";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"SWIMMING POOL EQUIPMENT- SPA THERMOMETER";"SWIMMING POOL EQUIPMENT- SPA THERMOMETER";"0D0C0501";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"TREATMENT - PURIFICATION - DOSING UTENSILS";"TREATMENT - PURIFICATION - DOSING UTENSILS";"0D0C0401";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL - MAINTENANCE AND MEASUREMENT";"WATER TREATMENT PRODUCT";"WATER TREATMENT PRODUCT";"0D0C0201";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"ALARM - FALL DETECTOR ";"ALARM - FALL DETECTOR ";"0D0A0201";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"BOTTOM PLUGHOLE - NOZZLE - SKIMMER - PART FOR SEALING";"BOTTOM PLUGHOLE - NOZZLE - SKIMMER - PART FOR SEALING";"0D0A0401";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"CASCADE - FOUNTAIN - JET";"CASCADE - FOUNTAIN - JET";"0D0A0501";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"COMPLETE SWIMMING POOL EQUIPMENT- SWIMMING POOL KIT";"COMPLETE SWIMMING POOL EQUIPMENT- SWIMMING POOL KIT";"0D0A0C01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"DIVING BOARD - TOBOGGAN";"DIVING BOARD - TOBOGGAN";"0D0A0G01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"ELECTRIC CHEST - ELECTRICAL EQUIPMENT ";"ELECTRIC CHEST - ELECTRICAL EQUIPMENT ";"0D0A0801";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"EQUIPMENT - POOL MAINTENANCE PRODUCT";"EQUIPMENT - POOL MAINTENANCE PRODUCT";"0D0A0Q01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"FENCE - BARRIER";"FENCE - BARRIER";"0D0A0701";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"FOOT BATH";"FOOT BATH";"0D0A0M01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"LEVEL REGULATOR ";"LEVEL REGULATOR ";"0D0A0K01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"LIFE SAVING EQUIPMENT";"LIFE SAVING EQUIPMENT";"0D0A0E01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"OUTDOOR SHOWER";"OUTDOOR SHOWER";"0D0A0A01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"POOL DECORATION - DECO OBJECT FOR SWIMMING POOL EQUIPMENT";"POOL DECORATION - DECO OBJECT FOR SWIMMING POOL EQUIPMENT";"0D0A0N01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"POOL HEATER - HEAT PUMP - HEATER";"POOL HEATER - HEAT PUMP - HEATER";"0D0A0601";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"POOL LADDER - STEPS";"POOL LADDER - STEPS";"0D0A0B01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"POOL SHELTERS ";"POOL SHELTERS ";"0D0A0101";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"POOL SPARE PART";"POOL SPARE PART";"0D0A0P01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"PUMP - FILTER UNIT - FILTER UNIT";"PUMP - FILTER UNIT - FILTER UNIT";"0D0A0H01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"SEATS LIFT";"SEATS LIFT";"0D0A0L01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"SHELL - LINER";"SHELL - LINER";"0D0A0901";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"SPOTLIGHT - LAMP - BULB - LIGHT ACCESSORY ";"SPOTLIGHT - LAMP - BULB - LIGHT ACCESSORY ";"0D0A0I01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"SWIM AGAINST THE CURRENT - WAVE DEVICE";"SWIM AGAINST THE CURRENT - WAVE DEVICE";"0D0A0F01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"TARPAULIN  - COVER - FLAP - REEL";"TARPAULIN  - COVER - FLAP - REEL";"0D0A0301";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"TECHNICAL AREA FOR PUMP - FILTER UNIT";"TECHNICAL AREA FOR PUMP - FILTER UNIT";"0D0A0D01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"TOBOGGAN PISCINE";"TOBOGGAN PISCINE";"0D0A0O01";"No";"Standard";
"GARDEN - SWIMMING POOL";"SWIMMING POOL EQUIPMENT";"UNION - VALVE";"UNION - VALVE";"0D0A0J01";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"COMPLETE WATERING KIT";"COMPLETE WATERING KIT";"0D020C01";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"EQUIPMENT - WATERING MAINTENANCE PRODUCT";"EQUIPMENT - WATERING MAINTENANCE PRODUCT";"0D020901";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"MIST WATERING - OSCILLATING WATERING";"MIST WATERING - OSCILLATING WATERING";"0D020A01";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"PIPE - NOZZLE - WATERING HEAD - ACCESSORY ";"PIPE - NOZZLE - WATERING HEAD - ACCESSORY ";"0D020801";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"REEL ";"REEL ";"0D020401";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"TAP - UNION";"TAP - UNION";"0D020D01";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"WATER COLLECTOR - TANK - ACCESSORY";"WATER COLLECTOR - TANK - ACCESSORY";"0D020301";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"WATER FILTERING TOOL ";"WATER FILTERING TOOL ";"0D020501";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"WATERING CAN - SPRAY - ACCESSORY";"WATERING CAN - SPRAY - ACCESSORY";"0D020101";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"WATERING PROGRAMMER";"WATERING PROGRAMMER";"0D020B01";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"WATERING PUMP - DRAINAGE PUMP - INTEGRATED WATERING";"WATERING PUMP - DRAINAGE PUMP - INTEGRATED WATERING";"0D020601";"No";"Standard";
"GARDEN - SWIMMING POOL";"WATERING ";"WATERING SPARE PART";"WATERING SPARE PART";"0D020701";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"COFFRET CADEAU BIEN-ETRE A TELECHARGER";"COFFRET CADEAU BIEN-ETRE A TELECHARGER";"1G010901";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"COFFRET CADEAU GASTRONOMIE A TELECHARGER";"COFFRET CADEAU GASTRONOMIE A TELECHARGER";"1G010A01";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"COFFRET CADEAU ŒNOLOGIE A TELECHARGER";"COFFRET CADEAU ŒNOLOGIE A TELECHARGER";"1G010B01";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"COFFRET CADEAU SEJOUR - WEEK END A TELECHARGER";"COFFRET CADEAU SEJOUR - WEEK END A TELECHARGER";"1G010C01";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"COFFRET CADEAU SEJOUR GOURMAND A TELECHARGER";"COFFRET CADEAU SEJOUR GOURMAND A TELECHARGER";"1G010D01";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"COFFRET CADEAU SPORT AVENTURE LOISIRS CULTURE A TELECHARGER";"COFFRET CADEAU SPORT AVENTURE LOISIRS CULTURE A TELECHARGER";"1G010E01";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"COFFRET THEMATIQUE - MARIAGE - ANNIVERSAIRE A TELECHARGER";"COFFRET THEMATIQUE - MARIAGE - ANNIVERSAIRE A TELECHARGER";"1G010F01";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"GASTRONOMY GIFT BOX";"GOURMET GIFT BOX";"1G010201";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"GOURMET STAY GIFT BOX";"GOURMET STAY GIFT BOX";"1G010501";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"PILOTING EXPERIENCE";"PILOTING EXPERIENCE";"1G010801";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"SPORT ADVENTURE LEISURE GIFT BOX";"SPORT ADVENTURE LEISURE GIFT BOX";"1G010401";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"STAY - WEEKEND GIFT BOX";"STAY - WEEKEND GIFT BOX";"1G010301";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"THEMATIC - WEDDING - BIRTHDAY BOX";"THEMATIC - WEDDING - BIRTHDAY BOX";"1G010701";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"WELL-BEING GIFT BOX";"WELL-BEING GIFT BOX";"1G010101";"No";"Standard";
"GIFT BOX";"THEMATIC BOX";"WINE GIFT BOX";"WINE GIFT BOX";"1G010601";"No";"Standard";
"HABERDASHERY";"FINISHING ACCESSORIES";"COLLAR - BRA - BAG STIFFENERS";"COLLAR - BRA - BAG STIFFENERS";"15020101";"No";"Standard";
"HABERDASHERY";"FINISHING ACCESSORIES";"CREST - ESCUCHEON";"CREST - ESCUCHEON";"15020701";"No";"Standard";
"HABERDASHERY";"FINISHING ACCESSORIES";"DECO SEWING - REINFORCEMENT - IRON-ON PATCH ";"DECO SEWING - REINFORCEMENT - IRON-ON PATCH ";"15020201";"No";"Standard";
